"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Age","Total_Spending","TotalNumPurchases","TotalAcceptedCmp","AcceptedCmp","Children"
"Graduate","Married",74538,21,3,0,0,1,0,0,1,47,1461,22,2,1,0
"Graduate","Single",91700,58,3,0,0,0,0,0,1,47,1968,20,1,1,0
"Graduate","Married",68695,3,2,0,0,0,0,0,0,49,1091,16,0,0,0
"Undergraduate","Married",31056,99,8,0,0,0,0,0,0,41,55,5,0,0,1
"Graduate","Married",79593,70,2,0,0,1,0,0,0,45,1366,19,1,1,0
"Graduate","Single",28071,65,8,0,0,0,0,0,0,38,313,13,0,0,0
"Postgrad","Married",37334,44,4,0,0,0,0,0,0,60,62,11,0,0,2
"Postgrad","Single",46423,6,7,0,0,0,0,0,0,46,92,9,0,0,2
"Postgrad","Married",37126,9,6,1,0,0,0,0,1,47,72,6,2,1,1
"Graduate","Married",47703,95,5,0,0,0,0,0,0,65,655,21,0,0,1
"Graduate","Married",61180,70,3,1,0,0,0,0,0,59,704,18,1,1,1
"Graduate","Married",38998,92,8,0,0,0,0,0,0,64,54,8,0,0,2
"Graduate","Single",8028,62,19,0,0,0,0,0,0,27,178,16,0,0,0
"Graduate","Married",76081,85,2,0,0,0,1,0,0,56,1033,14,1,1,0
"Graduate","Married",34728,2,6,0,0,0,0,0,1,32,36,5,1,1,1
"Postgrad","Single",33168,0,7,0,0,0,0,0,0,53,122,10,0,0,1
"Postgrad","Married",33585,91,4,0,0,0,0,0,0,52,122,7,0,0,1
"Postgrad","Married",77037,3,3,0,0,0,0,0,0,58,1123,27,0,0,1
"Graduate","Married",35196,68,8,0,0,0,0,0,1,34,497,18,1,1,1
"Graduate","Married",44529,98,5,0,1,0,0,0,0,52,691,25,1,1,1
"Undergraduate","Married",70924,41,3,0,0,1,0,0,0,53,1363,20,1,1,0
"Postgrad","Married",28764,16,8,1,0,0,0,0,0,52,12,4,1,1,2
"Postgrad","Married",69098,82,5,0,0,0,0,0,0,69,2440,25,0,0,0
"Undergraduate","Single",25959,1,6,0,0,0,0,0,1,48,56,7,1,1,2
"Postgrad","Married",27100,64,7,0,0,0,0,0,0,35,37,5,0,0,1
"Graduate","Single",70596,68,2,0,0,0,0,0,0,33,968,21,0,0,0
"Graduate","Married",42557,98,8,0,0,0,0,0,0,44,270,15,0,0,1
"Postgrad","Married",53312,32,7,0,0,0,0,0,0,67,278,12,0,0,0
"Graduate","Single",72228,87,3,0,0,0,0,0,0,66,1250,22,0,0,0
"Graduate","Married",67605,84,1,0,0,0,0,0,0,31,938,17,0,0,0
"Postgrad","Married",62845,3,8,0,1,0,0,0,0,69,1178,28,1,1,2
"Graduate","Married",65196,34,5,1,0,0,0,0,0,60,1155,26,1,1,2
"Postgrad","Single",42000,23,5,0,0,0,0,0,1,31,653,20,1,1,0
"Postgrad","Single",35860,37,5,1,0,0,0,0,0,45,49,6,1,1,2
"Postgrad","Married",65526,22,2,0,0,0,0,0,0,54,506,17,0,0,1
"Graduate","Married",16860,19,7,0,0,0,0,0,0,57,38,8,0,0,2
"Graduate","Single",83528,7,1,1,0,0,1,0,1,26,1650,23,3,1,0
"Undergraduate","Single",64176,52,6,0,0,0,0,0,0,53,1826,33,0,0,1
"Graduate","Single",22304,91,8,0,0,0,0,0,0,62,18,4,0,0,0
"Graduate","Married",67023,93,2,0,0,0,0,0,0,40,906,24,0,0,0
"Postgrad","Married",32892,78,8,0,0,0,0,0,0,47,46,8,0,0,1
"Graduate","Married",70713,23,3,0,0,0,0,0,0,52,1477,25,0,0,1
"Graduate","Married",59925,83,6,0,0,0,0,0,0,63,766,23,0,0,1
"Graduate","Married",39722,92,5,0,0,0,0,0,0,65,47,7,0,0,1
"Graduate","Married",46610,4,6,0,0,0,0,0,0,60,467,14,0,0,0
"Graduate","Married",88347,32,1,0,0,0,1,0,0,57,2116,21,1,1,0
"Postgrad","Married",87171,27,2,1,0,1,0,0,0,37,1298,25,2,1,0
"Undergraduate","Married",26907,10,7,0,0,0,0,0,0,42,22,6,0,0,2
"Postgrad","Single",50014,9,5,0,0,0,0,0,0,50,396,15,0,0,1
"Postgrad","Married",41014,65,7,0,0,0,0,0,0,40,20,4,0,0,1
"Graduate","Single",66294,68,2,0,0,0,0,0,0,53,967,13,0,0,0
"Graduate","Married",36715,16,9,0,0,0,0,0,1,47,357,19,1,1,1
"Graduate","Married",79456,12,3,0,0,0,0,0,1,62,1401,16,1,1,0
"Graduate","Married",40479,95,4,0,0,0,0,0,0,36,15,4,0,0,1
"Postgrad","Single",75345,16,3,0,0,0,1,0,1,48,2087,20,2,1,0
"Graduate","Married",54233,46,8,0,0,0,0,0,0,41,981,26,0,0,1
"Graduate","Single",24163,3,4,0,0,0,0,0,0,48,17,6,0,0,2
"Postgrad","Married",84460,80,5,0,1,1,1,1,1,60,523,22,5,1,0
"Graduate","Married",43776,77,6,0,0,0,0,0,0,35,23,4,0,0,1
"Postgrad","Single",71691,0,2,0,0,0,0,0,1,60,1192,17,1,1,0
"Postgrad","Married",85844,62,2,0,0,1,0,0,0,45,1958,20,1,1,0
"Postgrad","Single",39190,91,5,0,0,0,0,0,0,44,133,9,0,0,1
"Graduate","Married",71367,24,2,0,0,0,0,0,0,59,777,17,0,0,0
"Postgrad","Single",38578,2,8,0,0,0,0,0,0,46,73,9,0,0,2
"Postgrad","Married",57236,22,3,0,0,0,0,0,0,53,121,10,0,0,2
"Graduate","Single",61825,56,4,0,0,0,0,0,0,39,424,15,0,0,1
"Graduate","Single",79803,54,1,0,0,0,0,0,0,60,868,13,0,0,1
"Undergraduate","Single",80910,71,1,0,0,0,0,0,0,32,756,15,0,0,0
"Postgrad","Married",27590,38,7,0,0,0,0,0,0,36,12,4,0,0,1
"Graduate","Married",56775,62,5,0,0,0,0,0,0,39,937,25,0,0,1
"Graduate","Single",83829,78,1,1,0,1,1,0,1,43,1862,17,4,1,0
"Undergraduate","Married",54210,18,5,0,0,0,0,0,0,39,367,14,0,0,1
"Graduate","Married",38508,95,8,0,0,0,0,0,0,32,443,20,0,0,1
"Graduate","Married",53187,66,5,0,0,0,0,0,0,48,267,13,0,0,1
"Graduate","Married",30023,28,8,0,0,0,0,0,0,46,61,6,0,0,1
"Postgrad","Single",76045,78,2,0,0,0,1,0,0,58,1323,21,1,1,0
"Postgrad","Married",50870,13,5,0,0,0,0,0,0,66,63,6,0,0,1
"Undergraduate","Married",15315,27,5,0,0,0,0,0,0,48,64,8,0,0,0
"Undergraduate","Married",65463,17,5,0,1,0,0,0,0,44,562,19,1,1,1
"Graduate","Married",66480,71,4,0,0,0,0,0,0,53,312,19,0,0,2
"Graduate","Single",76773,79,1,0,0,0,0,0,0,64,1156,16,0,0,0
"Undergraduate","Single",81698,1,5,0,0,0,1,0,1,35,1104,16,2,1,0
"Postgrad","Single",54466,78,5,0,0,0,0,0,0,45,16,4,0,0,2
"Postgrad","Single",98777,23,1,0,1,0,0,0,0,58,2008,19,1,1,0
"Postgrad","Single",16269,75,8,0,0,0,0,0,0,34,44,9,0,0,1
"Graduate","Married",71819,70,6,0,1,1,0,0,0,47,1574,14,2,1,1
"Postgrad","Married",33569,10,8,1,0,0,0,0,1,35,63,5,2,1,1
"Postgrad","Married",36262,24,6,1,0,0,0,0,1,35,426,12,2,1,0
"Undergraduate","Married",22634,47,8,0,0,0,0,0,0,52,96,6,0,0,0
"Undergraduate","Married",47025,98,9,0,0,0,0,0,0,40,635,23,0,0,1
"Graduate","Single",70566,4,3,0,0,0,0,0,0,50,757,22,0,0,1
"Postgrad","Married",31605,15,7,0,0,0,0,0,0,39,125,9,0,0,1
"Postgrad","Single",52034,67,7,0,0,0,0,0,0,45,332,16,0,0,2
"Graduate","Single",48526,32,3,0,0,0,0,0,0,39,135,8,0,0,1
"Graduate","Married",46734,40,7,0,0,0,0,0,0,64,330,14,0,0,1
"Graduate","Single",39552,54,8,0,0,0,0,0,1,56,384,20,1,1,2
"Graduate","Single",86358,78,8,0,0,0,0,0,0,52,1722,18,0,0,2
"Graduate","Married",46931,94,3,0,0,0,0,0,0,41,78,7,0,0,3
"Undergraduate","Single",16581,51,4,0,0,0,0,0,0,33,24,4,0,0,0
"Undergraduate","Single",63998,42,4,0,0,0,0,0,1,66,1168,25,1,1,0
"Postgrad","Married",67381,67,7,0,1,0,0,0,0,67,957,17,1,1,1
"Graduate","Single",25930,87,7,0,0,0,0,0,0,51,15,4,0,0,2
"Graduate","Married",42693,29,5,0,0,0,0,0,0,40,57,5,0,0,1
"Graduate","Married",85606,89,3,0,0,0,1,0,0,42,1956,24,1,1,1
"Graduate","Single",72903,74,4,0,1,1,1,0,1,33,2013,21,4,1,0
"Undergraduate","Married",49669,97,6,0,0,0,0,0,0,44,326,14,0,0,1
"Postgrad","Married",36778,63,9,0,0,0,0,0,0,50,77,9,0,0,2
"Postgrad","Single",85696,88,1,0,0,0,0,0,1,56,1313,20,1,1,0
"Postgrad","Single",10979,34,5,0,0,0,0,0,0,29,30,8,0,0,0
"Graduate","Married",49678,81,7,0,0,0,0,0,0,57,315,14,0,0,1
"Postgrad","Married",56129,65,4,0,0,0,0,0,0,65,660,22,0,0,1
"Graduate","Married",37155,51,5,0,0,0,0,0,0,29,74,7,0,0,1
"Undergraduate","Single",21282,76,6,0,0,0,0,0,0,40,46,7,0,0,1
"Postgrad","Single",33419,76,7,0,0,0,0,0,0,56,86,8,0,0,1
"Graduate","Single",63285,84,3,0,0,0,0,0,0,73,1103,25,0,0,0
"Postgrad","Married",21255,56,4,0,0,0,0,0,0,44,61,11,0,0,1
"Graduate","Married",42162,31,6,1,0,0,0,0,1,37,145,9,2,1,1
"Graduate","Married",54450,0,8,0,0,0,0,0,0,62,684,31,0,0,2
"Postgrad","Married",57744,91,8,0,0,0,0,0,0,64,411,16,0,0,1
"Graduate","Single",26576,40,9,1,0,0,0,0,1,32,27,4,2,1,1
"Postgrad","Single",57513,59,6,0,0,0,0,0,0,75,1060,27,0,0,0
"Graduate","Married",68142,96,6,0,0,0,0,0,0,54,1459,24,0,0,1
"Graduate","Married",7500,61,8,0,0,0,0,0,0,39,18,4,0,0,1
"Graduate","Married",83145,14,2,0,0,1,0,0,1,44,1833,26,2,1,0
"Postgrad","Married",54197,16,1,0,0,0,0,0,0,58,237,12,0,0,1
"Postgrad","Single",23091,98,7,0,0,0,0,0,0,55,48,10,0,0,2
"Graduate","Married",46049,11,7,0,0,0,0,0,1,42,515,26,1,1,2
"Graduate","Married",56715,52,4,0,0,0,0,0,0,44,1020,15,0,0,0
"Graduate","Married",79410,19,1,0,0,0,0,0,0,57,1370,11,0,0,0
"Graduate","Married",57304,61,5,0,0,0,0,0,0,67,1026,25,0,0,1
"Graduate","Married",44375,73,5,0,0,0,0,0,0,53,301,12,0,0,1
"Graduate","Married",54450,0,8,0,0,0,0,0,0,62,684,31,0,0,2
"Graduate","Married",59594,74,7,0,1,0,0,0,0,53,499,17,1,1,1
"Graduate","Married",80685,55,2,0,0,0,0,0,0,24,1004,21,0,0,0
"Postgrad","Married",40344,48,7,0,0,0,0,0,0,44,218,12,0,0,1
"Graduate","Married",62710,53,4,0,0,0,0,0,0,46,606,22,0,0,1
"Undergraduate","Married",48985,13,3,0,0,0,0,0,0,50,75,6,0,0,1
"Graduate","Married",35322,34,8,0,0,0,0,0,0,50,106,9,0,0,3
"Graduate","Married",77142,54,2,0,0,0,0,0,0,70,990,17,0,0,0
"Graduate","Single",81657,69,1,0,0,0,0,0,0,49,1097,16,0,0,0
"Undergraduate","Married",14421,81,5,1,0,0,0,0,0,22,16,4,1,1,0
"Undergraduate","Married",20130,99,8,0,0,0,0,0,0,44,34,5,0,0,0
"Postgrad","Married",74214,3,5,0,0,0,0,0,0,28,1711,16,0,0,0
"Postgrad","Married",66726,61,7,0,1,0,0,0,0,61,438,17,1,1,2
"Undergraduate","Married",23724,65,8,0,0,0,0,0,0,39,75,7,0,0,1
"Postgrad","Married",47353,93,5,0,0,0,0,0,0,58,225,13,0,0,1
"Postgrad","Married",33444,24,8,0,0,0,0,0,0,66,18,4,0,0,2
"Graduate","Married",54386,8,3,0,0,0,0,0,0,37,470,17,0,0,1
"Graduate","Single",28510,72,5,0,0,0,0,0,0,37,91,9,0,0,2
"Postgrad","Single",90638,29,1,0,0,1,0,0,0,27,2525,18,1,1,0
"Graduate","Married",48070,33,7,0,0,0,0,0,0,68,504,19,0,0,1
"Graduate","Married",43140,68,6,0,0,0,0,0,0,61,235,11,0,0,1
"Postgrad","Single",54959,55,7,0,1,0,0,0,1,57,1232,21,2,1,1
"Undergraduate","Single",15056,76,5,0,0,0,0,0,0,60,88,12,0,0,2
"Graduate","Single",26954,17,7,0,0,0,0,0,0,47,17,4,0,0,1
"Graduate","Single",22327,94,5,0,0,0,0,0,0,33,24,5,0,0,1
"Graduate","Married",44393,86,4,0,0,0,0,0,0,53,60,7,0,0,2
"Postgrad","Single",62000,25,4,0,0,0,1,0,0,66,1020,26,1,1,1
"Postgrad","Married",31497,22,8,0,0,0,0,0,0,56,155,10,0,0,1
"Undergraduate","Married",45894,15,5,0,0,0,0,0,0,44,51,5,0,0,2
"Postgrad","Single",78579,35,3,0,0,0,0,0,1,48,1812,16,1,1,0
"Postgrad","Single",67369,81,4,0,1,1,0,0,1,49,1461,25,3,1,1
"Graduate","Single",58401,55,4,0,0,0,0,0,0,58,96,6,0,0,1
"Graduate","Single",62307,94,5,0,0,0,0,0,0,66,160,9,0,0,1
"Postgrad","Married",43641,50,6,0,0,0,0,0,0,49,139,10,0,0,2
"Postgrad","Single",63841,64,6,0,0,0,0,0,0,50,908,22,0,0,1
"Undergraduate","Married",46891,91,4,0,0,0,0,0,0,53,183,8,0,0,1
"Postgrad","Married",70091,11,8,0,1,0,0,0,0,49,1161,19,1,1,1
"Postgrad","Married",78075,72,1,0,0,0,0,0,0,46,988,14,0,0,0
"Undergraduate","Single",59184,6,5,0,0,0,0,0,0,57,1072,27,0,0,1
"Graduate","Married",54809,0,4,0,0,0,0,0,0,41,174,12,0,0,2
"Graduate","Married",58113,66,7,0,0,0,0,0,0,59,758,22,0,0,1
"Postgrad","Married",51412,42,4,0,0,0,0,0,0,60,195,11,0,0,1
"Graduate","Single",15287,60,7,1,0,0,0,0,1,39,31,6,2,1,1
"Postgrad","Married",66636,64,1,0,0,0,0,0,0,61,1084,17,0,0,0
"Postgrad","Married",50965,87,8,1,0,0,0,0,0,62,685,22,1,1,1
"Postgrad","Married",84618,96,2,0,0,1,0,0,0,53,1672,26,1,1,0
"Graduate","Married",18351,1,7,0,0,0,0,0,0,28,43,6,0,0,0
"Postgrad","Married",40451,54,5,1,0,0,0,0,0,61,49,5,1,1,2
"Graduate","Married",36317,53,7,0,0,0,0,0,0,53,133,9,0,0,1
"Graduate","Married",42213,96,7,0,1,0,0,0,0,61,363,15,1,1,1
"Graduate","Married",65748,58,1,0,0,0,0,0,0,63,545,18,0,0,1
"Graduate","Married",77044,12,4,1,0,0,0,0,0,46,1065,31,1,1,1
"Graduate","Married",74918,78,3,0,0,1,0,0,0,49,2047,21,1,1,0
"Graduate","Married",56721,64,6,0,0,0,0,0,0,46,296,15,0,0,2
"Graduate","Single",42160,26,6,0,0,0,0,0,1,43,140,11,1,1,2
"Graduate","Single",61559,8,3,0,0,0,0,0,0,53,530,17,0,0,1
"Postgrad","Married",33629,49,9,0,0,0,0,0,0,55,152,13,0,0,2
"Postgrad","Married",68682,56,2,0,0,0,0,0,0,27,1598,24,0,0,0
"Graduate","Single",34377,55,7,0,0,0,0,0,0,55,114,8,0,0,1
"Undergraduate","Single",8940,25,8,0,0,0,0,0,0,32,101,10,0,0,1
"Graduate","Married",26228,50,8,0,0,0,0,0,0,45,25,4,0,0,1
"Undergraduate","Single",77297,84,4,0,0,0,1,0,0,61,789,22,1,1,0
"Graduate","Married",40211,30,8,1,0,0,0,0,0,37,87,7,1,1,2
"Postgrad","Single",33438,81,5,0,0,0,0,0,0,60,90,11,0,0,2
"Postgrad","Married",75032,74,3,0,0,0,0,0,0,59,1215,20,0,0,1
"Postgrad","Single",61284,76,6,0,1,0,0,0,0,63,811,22,1,1,0
"Graduate","Married",22518,36,5,1,0,0,0,0,1,32,61,7,2,1,1
"Postgrad","Married",54730,64,4,0,0,0,0,0,0,43,405,18,0,0,1
"Postgrad","Married",38452,62,7,0,0,0,0,0,0,63,72,9,0,0,2
"Graduate","Single",44421,53,8,0,0,0,0,0,0,47,189,14,0,0,2
"Postgrad","Married",38197,86,5,0,0,0,0,0,0,32,40,5,0,0,1
"Graduate","Single",41986,15,4,0,0,0,0,0,0,40,63,10,0,0,1
"Graduate","Married",28427,67,8,0,0,0,0,0,0,35,52,7,0,0,1
"Postgrad","Married",37395,47,6,0,0,0,0,0,0,42,39,5,0,0,1
"Graduate","Married",64722,47,6,0,0,0,0,0,0,47,805,25,0,0,1
"Postgrad","Married",55249,81,3,0,0,0,0,0,0,62,130,8,0,0,1
"Graduate","Married",84906,98,2,0,1,1,0,1,0,46,1631,24,3,1,0
"Graduate","Married",28691,56,8,0,0,0,0,0,0,29,34,5,0,0,1
"Graduate","Single",44213,48,6,0,0,0,0,0,0,66,152,12,0,0,2
"Undergraduate","Single",25707,18,7,0,0,0,0,0,0,34,21,5,0,0,1
"Postgrad","Married",59062,74,4,0,0,0,0,0,0,51,71,7,0,0,3
"Graduate","Single",76624,68,1,1,0,0,0,0,0,56,899,23,1,1,1
"Postgrad","Married",66000,36,1,0,0,0,0,0,0,71,711,10,0,0,0
"Postgrad","Married",27683,90,8,0,0,0,0,0,0,40,351,16,0,0,1
"Graduate","Single",1730,65,20,0,0,0,0,0,0,47,8,15,0,0,0
"Undergraduate","Single",7500,63,9,0,0,0,0,0,0,26,119,11,0,0,1
"Graduate","Married",40521,82,5,0,0,0,0,0,0,50,21,4,0,0,2
"Postgrad","Married",20427,63,8,0,0,0,0,0,0,45,10,4,0,0,1
"Graduate","Married",65106,55,6,0,1,0,0,0,0,43,973,27,1,1,1
"Postgrad","Married",69969,64,3,0,0,1,1,0,1,53,1536,13,3,1,0
"Graduate","Married",67433,51,4,0,1,0,0,0,0,66,992,28,1,1,2
"Postgrad","Married",77766,97,6,1,0,0,0,0,1,51,1529,34,2,1,1
"Graduate","Married",74716,92,4,0,0,0,0,0,0,46,860,17,0,0,1
"Graduate","Single",68118,51,6,0,0,0,0,0,0,55,928,23,0,0,1
"Postgrad","Married",55158,72,7,0,0,0,0,0,1,48,418,18,1,1,2
"Undergraduate","Married",62972,39,6,0,0,0,0,0,1,63,587,16,1,1,1
"Graduate","Married",74190,49,2,0,0,0,0,0,0,43,641,19,0,0,1
"Graduate","Married",39356,21,6,1,0,0,0,0,0,42,23,4,1,1,2
"Graduate","Married",76653,91,2,0,0,1,1,0,0,49,2279,23,2,1,0
"Postgrad","Single",35860,37,5,1,0,0,0,0,0,45,49,6,1,1,2
"Postgrad","Single",90687,98,2,0,0,1,0,0,1,35,1779,17,2,1,0
"Postgrad","Married",73450,85,3,1,0,0,1,0,0,36,1804,27,2,1,0
"Graduate","Married",31454,40,8,0,0,0,0,0,0,58,48,8,0,0,2
"Graduate","Single",47139,2,7,0,0,0,0,0,1,66,83,7,1,1,2
"Graduate","Single",83829,78,1,1,0,1,1,0,1,43,1862,17,4,1,0
"Postgrad","Married",53378,41,8,0,0,0,0,0,1,55,793,29,1,1,2
"Graduate","Married",19656,94,7,0,0,0,0,0,0,48,84,9,0,0,1
"Postgrad","Married",45579,10,6,0,0,0,0,0,0,70,183,10,0,0,1
"Undergraduate","Single",85485,73,2,0,0,0,0,0,0,60,1383,19,0,0,0
"Graduate","Married",55956,22,4,0,1,0,0,0,0,74,999,16,1,1,0
"Postgrad","Single",64191,30,3,0,0,0,0,0,0,55,825,24,0,0,1
"Graduate","Single",38808,21,8,1,0,0,0,0,1,46,246,14,2,1,1
"Postgrad","Married",57183,51,8,0,0,0,0,0,0,52,610,25,0,0,2
"Postgrad","Single",23748,97,8,0,0,0,0,0,0,50,76,9,0,0,1
"Graduate","Married",66303,56,8,0,1,0,0,0,0,47,1286,22,1,1,1
"Postgrad","Married",37368,4,6,1,0,0,0,0,0,43,30,4,1,1,1
"Graduate","Married",40800,77,7,0,0,0,0,0,0,54,99,8,0,0,3
"Graduate","Single",71847,95,3,0,0,0,1,0,0,40,1192,22,1,1,0
"Graduate","Married",46149,36,5,0,0,0,0,0,0,43,362,18,0,0,1
"Graduate","Married",78687,13,2,0,0,1,0,0,1,35,2130,19,2,1,0
"Undergraduate","Single",49118,90,7,0,1,0,0,1,1,47,1229,28,3,1,0
"Postgrad","Married",37633,49,9,0,0,0,0,0,0,61,38,6,0,0,2
"Postgrad","Married",39767,18,8,0,0,0,0,0,0,67,485,17,0,0,0
"Undergraduate","Married",26997,89,7,0,0,0,0,0,0,67,434,13,0,0,0
"Graduate","Single",33986,43,7,0,0,0,0,0,0,48,44,5,0,0,1
"Postgrad","Married",57091,82,7,0,1,0,0,0,1,46,496,18,2,1,1
"Undergraduate","Married",46831,84,4,0,0,0,0,0,0,49,78,7,0,0,2
"Postgrad","Married",83151,80,2,1,0,1,1,0,1,46,2346,23,4,1,0
"Graduate","Married",52531,68,6,0,0,0,0,0,0,47,794,21,0,0,0
"Graduate","Married",15759,12,7,0,0,0,0,0,0,62,17,4,0,0,0
"Graduate","Single",22804,75,9,0,0,0,0,0,0,47,26,5,0,0,1
"Undergraduate","Married",43050,10,5,0,0,0,0,0,0,45,76,8,0,0,1
"Postgrad","Single",42997,91,7,0,0,0,0,0,0,41,15,4,0,0,2
"Postgrad","Single",48918,21,4,0,0,0,0,0,0,55,62,7,0,0,2
"Postgrad","Married",60033,28,2,0,0,0,0,0,0,64,198,10,0,0,1
"Postgrad","Married",34043,97,9,0,0,0,0,0,0,40,49,5,0,0,1
"Graduate","Married",57811,49,5,0,1,0,0,0,0,52,802,25,1,1,1
"Graduate","Married",78569,14,1,0,0,1,0,0,1,72,1736,15,2,1,0
"Graduate","Single",7500,5,6,0,0,0,0,0,0,40,57,10,0,0,2
"Postgrad","Married",157733,37,1,0,0,0,0,0,0,47,59,2,0,0,1
"Graduate","Married",94384,62,2,0,1,1,1,0,1,65,2302,18,4,1,0
"Undergraduate","Married",23148,83,7,0,0,0,0,0,0,33,37,6,0,0,0
"Graduate","Single",44267,48,9,0,0,0,0,0,0,48,310,16,0,0,2
"Graduate","Married",71626,94,3,0,1,0,0,0,0,39,1305,19,1,1,0
"Graduate","Married",60894,61,7,0,0,0,0,0,0,52,832,26,0,0,1
"Graduate","Married",50200,70,8,0,0,0,0,0,0,42,401,19,0,0,2
"Postgrad","Married",81051,43,2,0,1,1,0,0,0,53,1501,23,2,1,0
"Graduate","Married",65169,23,6,1,0,1,1,1,1,36,1189,28,5,1,0
"Graduate","Married",59868,37,6,0,0,0,0,0,0,46,1194,32,0,0,1
"Postgrad","Married",65695,50,4,0,0,0,0,0,0,58,656,21,0,0,1
"Postgrad","Single",64857,78,4,0,0,0,0,0,0,62,1540,23,0,0,0
"Postgrad","Married",45143,74,7,0,0,0,0,0,0,53,311,15,0,0,1
"Undergraduate","Married",74805,14,2,0,0,0,0,0,0,63,820,26,0,0,1
"Undergraduate","Married",59060,77,4,0,0,0,0,0,0,29,274,14,0,0,1
"Postgrad","Single",27238,39,9,0,0,0,0,0,0,56,57,9,0,0,2
"Graduate","Married",47009,89,4,0,0,0,0,0,0,53,448,17,0,0,1
"Undergraduate","Married",46094,62,7,0,0,0,0,0,0,45,44,5,0,0,2
"Graduate","Married",40321,59,7,0,0,0,0,0,0,46,102,8,0,0,2
"Graduate","Married",37235,68,4,0,0,0,0,0,0,34,61,5,0,0,1
"Postgrad","Married",81843,13,3,0,0,0,0,0,0,58,1643,27,0,0,0
"Postgrad","Married",46692,37,6,0,0,0,0,0,0,60,397,15,0,0,1
"Graduate","Married",77382,36,1,0,0,1,0,0,0,50,1121,26,1,1,1
"Graduate","Single",37774,28,9,1,0,0,0,0,1,41,473,16,2,1,2
"Undergraduate","Married",18393,2,8,0,0,0,0,0,0,44,50,8,0,0,1
"Postgrad","Married",72828,17,7,0,0,0,0,0,0,56,1678,28,0,0,1
"Graduate","Married",24711,86,7,0,0,0,0,0,0,36,58,7,0,0,0
"Postgrad","Married",45503,54,5,0,0,0,0,0,0,43,170,9,0,0,1
"Postgrad","Single",6560,2,17,0,0,0,0,0,0,36,373,2,0,0,0
"Postgrad","Married",71604,3,4,1,0,0,0,0,1,73,1196,17,2,1,0
"Graduate","Married",27244,84,7,0,0,0,0,0,0,39,101,8,0,0,1
"Graduate","Married",48752,8,9,0,0,0,0,0,1,49,316,17,1,1,2
"Graduate","Married",71434,4,4,0,1,0,1,0,0,56,1400,21,2,1,1
"Graduate","Single",90842,57,1,0,0,0,0,0,0,70,1424,27,0,0,0
"Postgrad","Married",88097,24,9,0,1,1,1,0,1,40,844,20,4,1,1
"Graduate","Married",51948,51,5,0,0,0,0,0,0,43,311,13,0,0,1
"Graduate","Married",71853,29,1,0,0,0,0,0,0,36,1149,17,0,0,0
"Postgrad","Married",35876,13,6,0,0,0,0,0,0,35,129,8,0,0,0
"Graduate","Single",40049,23,6,0,0,0,0,0,0,66,32,5,0,0,1
"Graduate","Single",39660,36,9,0,0,0,0,0,1,36,299,14,1,1,1
"Graduate","Married",50127,88,6,0,1,0,0,0,0,56,320,13,1,1,1
"Postgrad","Married",43263,2,5,0,0,0,0,0,0,41,441,16,0,0,1
"Postgrad","Married",62845,3,8,0,1,0,0,0,1,69,1178,28,2,1,2
"Graduate","Married",18929,15,6,0,0,0,0,0,0,28,85,6,0,0,0
"Undergraduate","Single",24367,58,9,0,0,0,0,0,0,36,24,4,0,0,1
"Graduate","Single",33249,11,6,0,0,0,0,0,0,43,112,8,0,0,1
"Undergraduate","Married",26887,27,6,0,0,0,0,0,0,59,30,5,0,0,1
"Postgrad","Married",50150,32,5,0,0,0,0,0,0,35,410,16,0,0,0
"Graduate","Married",62061,12,6,0,1,0,0,0,0,42,800,24,1,1,1
"Postgrad","Single",85696,88,1,0,0,0,0,0,1,56,1313,20,1,1,0
"Postgrad","Married",76542,91,2,0,0,0,0,0,0,62,1483,23,0,0,0
"Graduate","Single",70515,12,2,0,0,0,0,0,1,25,1258,17,1,1,0
"Graduate","Married",18227,21,8,0,0,0,0,0,0,31,28,4,0,0,1
"Graduate","Married",69139,23,4,0,0,0,0,0,0,53,227,11,0,0,1
"Graduate","Married",69109,10,4,0,0,1,0,0,1,36,1555,20,2,1,0
"Graduate","Single",69627,35,5,0,0,0,0,0,0,56,861,23,0,0,1
"Graduate","Married",38136,69,8,1,0,0,0,0,0,40,103,8,1,1,1
"Postgrad","Single",62159,68,4,0,0,0,0,0,0,72,634,19,0,0,0
"Graduate","Single",80695,85,2,0,0,0,0,0,0,55,1918,19,0,0,0
"Postgrad","Single",33316,34,6,0,0,0,0,0,0,47,131,10,0,0,2
"Graduate","Married",58554,55,7,0,0,0,0,0,0,50,586,22,0,0,2
"Undergraduate","Married",17256,10,8,1,0,0,0,0,0,26,62,7,1,1,1
"Graduate","Single",53034,30,8,0,0,0,0,0,0,44,447,22,0,0,2
"Undergraduate","Married",52203,36,6,0,0,0,0,0,0,68,939,27,0,0,0
"Undergraduate","Single",59601,14,8,0,1,0,0,0,0,41,797,15,1,1,1
"Postgrad","Single",75154,79,3,0,0,0,0,0,1,60,1143,16,1,1,1
"Graduate","Single",47025,52,6,0,0,0,0,0,0,42,415,17,0,0,1
"Graduate","Married",37971,97,8,0,0,0,0,0,0,45,30,5,0,0,1
"Postgrad","Single",41335,24,7,0,0,0,0,0,0,50,187,12,0,0,1
